,畢業滿_年,工作職業類型
5881,5,
5882,1,個人及社會服務類
5883,5,
5884,3,
5885,1,藝文與影音傳播類
5886,3,藝文與影音傳播類
5887,3,企業經營管理類
5888,5,
5889,3,
5890,3,金融財務類
5891,5,
5892,1,金融財務類
5893,3,行銷與銷售類
5894,1,
5895,5,
5896,1,藝文與影音傳播類
5897,3,
5898,1,個人及社會服務類
5899,5,
5900,1,政府公共事務類
5901,3,政府公共事務類
5902,1,行銷與銷售類
5903,5,
5904,5,
5905,1,
5906,1,個人及社會服務類
5907,5,
5908,1,企業經營管理類
5909,3,行銷與銷售類
5910,5,
5911,1,
5912,1,行銷與銷售類
5913,1,醫療保健類
5914,3,藝文與影音傳播類
5915,1,科學、技術、工程、數學類
5916,5,
5917,1,行銷與銷售類
5918,1,資訊科技類
5919,3,藝文與影音傳播類
5920,1,
5921,1,金融財務類
5922,1,藝文與影音傳播類
5923,3,
5924,3,個人及社會服務類
5925,1,行銷與銷售類
5926,1,藝文與影音傳播類
5927,3,企業經營管理類
5928,3,行銷與銷售類
5929,1,藝文與影音傳播類
5930,5,
5931,1,藝文與影音傳播類
5932,3,藝文與影音傳播類
5933,1,天然資源、食品與農業類
5934,1,行銷與銷售類
5935,3,藝文與影音傳播類
5936,1,
5937,1,行銷與銷售類
5938,3,行銷與銷售類
5939,1,金融財務類
5940,3,資訊科技類
5941,5,
5942,3,醫療保健類
5943,5,
5944,1,行銷與銷售類
5945,5,
5946,1,行銷與銷售類
5947,3,資訊科技類
5948,1,藝文與影音傳播類
5949,3,企業經營管理類
5950,1,藝文與影音傳播類
5951,1,
5952,1,行銷與銷售類
5953,5,
5954,1,藝文與影音傳播類
5955,1,個人及社會服務類
5956,1,
5957,3,
5958,5,
5959,1,藝文與影音傳播類
5960,3,行銷與銷售類
5961,1,行銷與銷售類
5962,5,
5963,1,行銷與銷售類
5964,1,個人及社會服務類
5965,3,企業經營管理類
5966,3,企業經營管理類
5967,1,資訊科技類
5968,1,個人及社會服務類
5969,1,
5970,1,藝文與影音傳播類
5971,3,行銷與銷售類
5972,1,行銷與銷售類
5973,5,
5974,1,
5975,1,
5976,1,教育與訓練類
5977,3,藝文與影音傳播類
5978,5,
5979,5,
5980,3,藝文與影音傳播類
5981,1,企業經營管理類
5982,3,藝文與影音傳播類
5983,1,藝文與影音傳播類
5984,5,
5985,1,個人及社會服務類
5986,3,個人及社會服務類
5987,1,藝文與影音傳播類
5988,5,
5989,3,藝文與影音傳播類
5990,1,藝文與影音傳播類
5991,1,行銷與銷售類
5992,5,
5993,5,
5994,3,藝文與影音傳播類
5995,1,藝文與影音傳播類
5996,1,行銷與銷售類
5997,1,物流運輸類
5998,3,
5999,5,
6000,3,科學、技術、工程、數學類
6001,1,藝文與影音傳播類
6002,1,
6003,1,
6004,3,政府公共事務類
6005,5,
6006,1,
6007,3,製造業
6008,1,
6009,5,
6010,1,行銷與銷售類
6011,3,藝文與影音傳播類
6012,5,
6013,5,
6014,1,藝文與影音傳播類
6015,3,藝文與影音傳播類
6016,1,行銷與銷售類
6017,3,藝文與影音傳播類
6018,1,個人及社會服務類
6019,5,
6020,3,藝文與影音傳播類
6021,5,
6022,1,
6023,3,藝文與影音傳播類
6024,1,
6025,3,
6026,1,
6027,5,
6028,3,
6029,1,行銷與銷售類
6030,5,
6031,1,個人及社會服務類
6032,1,教育與訓練類
6033,5,
6034,1,
6035,5,
6036,3,科學、技術、工程、數學類
6037,1,
6038,1,藝文與影音傳播類
6039,3,藝文與影音傳播類
6040,1,藝文與影音傳播類
6041,5,
6042,3,藝文與影音傳播類
6043,1,
6044,5,
6045,3,政府公共事務類
6046,1,教育與訓練類
6047,1,
6048,1,
6049,1,行銷與銷售類
6050,3,行銷與銷售類
6051,3,藝文與影音傳播類
6052,1,行銷與銷售類
6053,5,
6054,1,
6055,3,政府公共事務類
6056,3,藝文與影音傳播類
6057,1,
6058,5,
6059,5,
6060,1,企業經營管理類
6061,3,藝文與影音傳播類
6062,1,
6063,5,
6064,3,教育與訓練類
6065,1,金融財務類
6066,1,金融財務類
6067,3,金融財務類
6068,1,金融財務類
6069,1,金融財務類
6070,1,金融財務類
6071,3,金融財務類
6072,1,金融財務類
6073,3,金融財務類
6074,1,政府公共事務類
6075,3,金融財務類
6076,1,金融財務類
6077,3,金融財務類
6078,1,
6079,1,
6080,3,金融財務類
6081,1,
6082,3,金融財務類
6083,1,金融財務類
6084,1,休閒與觀光旅遊類
6085,1,藝文與影音傳播類
6086,3,金融財務類
6087,3,金融財務類
6088,1,金融財務類
6089,3,行銷與銷售類
6090,3,金融財務類
6091,1,金融財務類
6092,3,金融財務類
6093,1,
6094,1,
6095,3,金融財務類
6096,1,
6097,1,企業經營管理類
6098,3,金融財務類
6099,3,金融財務類
6100,3,金融財務類
6101,1,
6102,1,
6103,1,
6104,1,金融財務類
6105,1,教育與訓練類
6106,3,科學、技術、工程、數學類
6107,1,金融財務類
6108,3,金融財務類
6109,1,金融財務類
6110,1,
6111,3,教育與訓練類
6112,1,
6113,3,
6114,1,
6115,1,金融財務類
6116,1,金融財務類
6117,1,金融財務類
6118,1,金融財務類
6119,1,
6120,3,
6121,1,
6122,3,休閒與觀光旅遊類
6123,1,金融財務類
6124,1,金融財務類
6125,3,金融財務類
6126,3,金融財務類
6127,1,金融財務類
6128,3,金融財務類
6129,1,金融財務類
6130,1,金融財務類
6131,3,金融財務類
6132,1,金融財務類
6133,1,金融財務類
6134,1,
6135,1,金融財務類
6136,1,金融財務類
6137,3,金融財務類
6138,3,金融財務類
6139,1,金融財務類
6140,1,金融財務類
6141,3,天然資源、食品與農業類
6142,1,天然資源、食品與農業類
6143,1,
6144,3,金融財務類
6145,1,
6146,1,天然資源、食品與農業類
6147,3,金融財務類
6148,1,金融財務類
6149,1,製造業
6150,3,製造業
6151,3,行銷與銷售類
6152,1,教育與訓練類
6153,3,天然資源、食品與農業類
6154,1,
6155,3,製造業
6156,3,金融財務類
6157,1,金融財務類
6158,3,金融財務類
6159,1,金融財務類
6160,3,金融財務類
6161,1,
6162,1,金融財務類
6163,3,金融財務類
6164,3,政府公共事務類
6165,1,金融財務類
6166,3,金融財務類
6167,1,
6168,3,金融財務類
6169,1,金融財務類
6170,3,金融財務類
6171,3,金融財務類
6172,3,藝文與影音傳播類
6173,3,金融財務類
6174,1,休閒與觀光旅遊類
6175,3,金融財務類
6176,1,行銷與銷售類
6177,3,政府公共事務類
6178,1,
6179,3,金融財務類
6180,1,
6181,3,個人及社會服務類
6182,1,
6183,3,金融財務類
6184,3,金融財務類
6185,1,金融財務類
6186,3,金融財務類
6187,3,金融財務類
6188,1,金融財務類
6189,1,
6190,3,金融財務類
6191,3,金融財務類
6192,1,個人及社會服務類
6193,3,金融財務類
6194,1,
6195,3,
6196,1,
6197,3,金融財務類
6198,1,金融財務類
6199,1,
6200,3,金融財務類
6201,1,教育與訓練類
6202,3,金融財務類
6203,3,企業經營管理類
6204,3,
6205,1,
6206,3,金融財務類
6207,3,金融財務類
6208,3,
6209,1,製造業
6210,1,休閒與觀光旅遊類
6211,3,金融財務類
6212,1,金融財務類
6213,3,金融財務類
6214,1,金融財務類
6215,3,金融財務類
6216,1,金融財務類
6217,3,金融財務類
6218,1,金融財務類
6219,3,金融財務類
6220,3,金融財務類
6221,3,金融財務類
6222,3,金融財務類
6223,3,金融財務類
6224,3,金融財務類
6225,1,
6226,3,金融財務類
6227,1,
6228,3,金融財務類
6229,3,金融財務類
6230,1,天然資源、食品與農業類
6231,3,金融財務類
6232,1,
6233,3,
6234,3,金融財務類
6235,1,政府公共事務類
6236,3,金融財務類
6237,3,金融財務類
6238,1,金融財務類
6239,1,
6240,3,
6241,1,
6242,3,金融財務類
6243,1,天然資源、食品與農業類
6244,1,金融財務類
6245,3,行銷與銷售類
6246,3,企業經營管理類
6247,1,政府公共事務類
6248,1,企業經營管理類
6249,1,金融財務類
6250,3,金融財務類
6251,1,
6252,1,行銷與銷售類
6253,3,行銷與銷售類
6254,1,行銷與銷售類
6255,3,行銷與銷售類
6256,1,企業經營管理類
6257,3,金融財務類
6258,3,個人及社會服務類
6259,1,行銷與銷售類
6260,1,金融財務類
6261,3,金融財務類
6262,1,製造業
6263,1,金融財務類
6264,3,行銷與銷售類
6265,1,行銷與銷售類
6266,1,藝文與影音傳播類
6267,1,醫療保健類
6268,3,
6269,1,
6270,3,物流運輸類
6271,1,休閒與觀光旅遊類
6272,1,
6273,1,休閒與觀光旅遊類
6274,3,個人及社會服務類
6275,1,金融財務類
6276,1,金融財務類
6277,1,休閒與觀光旅遊類
6278,1,金融財務類
6279,3,金融財務類
6280,1,
6281,3,行銷與銷售類
6282,3,休閒與觀光旅遊類
6283,1,
6284,1,教育與訓練類
6285,1,科學、技術、工程、數學類
6286,3,天然資源、食品與農業類
6287,3,物流運輸類
6288,1,物流運輸類
6289,1,行銷與銷售類
6290,3,行銷與銷售類
6291,1,
6292,3,教育與訓練類
6293,1,
6294,3,金融財務類
6295,1,企業經營管理類
6296,3,企業經營管理類
6297,1,建築營造業
6298,1,金融財務類
6299,1,個人及社會服務類
6300,3,製造業
6301,1,金融財務類
6302,3,金融財務類
6303,3,政府公共事務類
6304,3,行銷與銷售類
6305,1,休閒與觀光旅遊類
6306,1,行銷與銷售類
6307,3,行銷與銷售類
6308,3,政府公共事務類
6309,1,金融財務類
6310,1,
6311,3,行銷與銷售類
6312,1,
6313,3,行銷與銷售類
6314,3,資訊科技類
6315,1,資訊科技類
6316,3,個人及社會服務類
6317,1,金融財務類
6318,3,金融財務類
6319,1,休閒與觀光旅遊類
6320,3,金融財務類
6321,1,藝文與影音傳播類
6322,3,教育與訓練類
6323,1,個人及社會服務類
6324,1,企業經營管理類
6325,1,行銷與銷售類
6326,3,行銷與銷售類
6327,1,行銷與銷售類
6328,3,藝文與影音傳播類
6329,1,金融財務類
6330,3,金融財務類
6331,1,
6332,3,行銷與銷售類
6333,1,企業經營管理類
6334,1,休閒與觀光旅遊類
6335,1,金融財務類
6336,3,休閒與觀光旅遊類
6337,1,休閒與觀光旅遊類
6338,3,企業經營管理類
6339,1,製造業
6340,1,
6341,1,金融財務類
6342,3,行銷與銷售類
6343,1,教育與訓練類
6344,1,行銷與銷售類
6345,1,資訊科技類
6346,3,資訊科技類
6347,3,資訊科技類
6348,1,資訊科技類
6349,3,資訊科技類
6350,1,資訊科技類
6351,3,
6352,1,資訊科技類
6353,1,資訊科技類
6354,3,科學、技術、工程、數學類
6355,1,資訊科技類
6356,1,
6357,3,資訊科技類
6358,1,金融財務類
6359,1,政府公共事務類
6360,3,政府公共事務類
6361,3,資訊科技類
6362,1,資訊科技類
6363,3,
6364,1,資訊科技類
6365,3,資訊科技類
6366,1,企業經營管理類
6367,3,資訊科技類
6368,1,
6369,3,
6370,3,金融財務類
6371,1,
6372,3,資訊科技類
6373,1,資訊科技類
6374,3,資訊科技類
6375,3,資訊科技類
6376,1,資訊科技類
6377,3,金融財務類
6378,1,
6379,1,行銷與銷售類
6380,1,資訊科技類
6381,3,資訊科技類
6382,1,行銷與銷售類
6383,3,個人及社會服務類
6384,1,教育與訓練類
6385,1,行銷與銷售類
6386,1,資訊科技類
6387,1,建築營造業
6388,3,教育與訓練類
6389,1,
6390,1,
6391,3,司法、法律與公共安全類
6392,1,政府公共事務類
6393,1,休閒與觀光旅遊類
6394,3,藝文與影音傳播類
6395,3,科學、技術、工程、數學類
6396,1,資訊科技類
6397,1,製造業
6398,3,製造業
6399,3,行銷與銷售類
6400,1,行銷與銷售類
6401,1,行銷與銷售類
6402,3,行銷與銷售類
6403,3,個人及社會服務類
6404,1,
6405,1,
6406,3,製造業
6407,1,資訊科技類
6408,1,行銷與銷售類
6409,3,藝文與影音傳播類
6410,1,藝文與影音傳播類
6411,1,行銷與銷售類
6412,1,行銷與銷售類
6413,1,行銷與銷售類
6414,1,資訊科技類
6415,3,資訊科技類
6416,1,休閒與觀光旅遊類
6417,1,
6418,3,教育與訓練類
6419,1,行銷與銷售類
6420,1,
6421,3,金融財務類
6422,1,企業經營管理類
6423,1,
6424,1,金融財務類
6425,3,行銷與銷售類
6426,3,行銷與銷售類
6427,1,行銷與銷售類
6428,1,藝文與影音傳播類
6429,3,行銷與銷售類
6430,1,資訊科技類
6431,3,資訊科技類
6432,1,科學、技術、工程、數學類
6433,1,
6434,3,金融財務類
6435,1,行銷與銷售類
6436,3,建築營造業
6437,3,科學、技術、工程、數學類
6438,1,藝文與影音傳播類
6439,1,行銷與銷售類
6440,1,行銷與銷售類
6441,1,行銷與銷售類
6442,1,藝文與影音傳播類
6443,3,藝文與影音傳播類
6444,1,
6445,1,個人及社會服務類
6446,3,
6447,1,企業經營管理類
6448,1,藝文與影音傳播類
6449,1,藝文與影音傳播類
6450,1,藝文與影音傳播類
6451,3,藝文與影音傳播類
6452,1,藝文與影音傳播類
6453,1,行銷與銷售類
6454,3,建築營造業
6455,3,金融財務類
6456,1,
6457,1,藝文與影音傳播類
6458,3,
6459,1,
6460,1,企業經營管理類
6461,3,藝文與影音傳播類
6462,1,藝文與影音傳播類
6463,3,行銷與銷售類
6464,1,行銷與銷售類
6465,1,個人及社會服務類
6466,1,藝文與影音傳播類
6467,1,行銷與銷售類
6468,1,藝文與影音傳播類
6469,3,金融財務類
6470,3,科學、技術、工程、數學類
6471,1,製造業
6472,1,金融財務類
6473,3,金融財務類
6474,1,藝文與影音傳播類
6475,1,行銷與銷售類
6476,1,
6477,1,資訊科技類
6478,1,科學、技術、工程、數學類
6479,1,企業經營管理類
6480,1,教育與訓練類
6481,1,藝文與影音傳播類
6482,1,藝文與影音傳播類
6483,1,教育與訓練類
6484,1,金融財務類
6485,1,藝文與影音傳播類
6486,3,
6487,1,
6488,1,藝文與影音傳播類
6489,1,行銷與銷售類
6490,3,藝文與影音傳播類
6491,1,行銷與銷售類
6492,3,金融財務類
6493,1,行銷與銷售類
6494,1,個人及社會服務類
6495,1,行銷與銷售類
6496,1,藝文與影音傳播類
6497,1,藝文與影音傳播類
6498,3,藝文與影音傳播類
6499,1,行銷與銷售類
6500,1,
6501,1,行銷與銷售類
6502,1,資訊科技類
6503,1,
6504,3,
6505,1,企業經營管理類
6506,1,
6507,1,藝文與影音傳播類
6508,1,
6509,3,金融財務類
6510,1,資訊科技類
6511,3,科學、技術、工程、數學類
6512,1,藝文與影音傳播類
6513,1,藝文與影音傳播類
6514,3,天然資源、食品與農業類
6515,1,資訊科技類
6516,1,行銷與銷售類
6517,1,企業經營管理類
6518,1,藝文與影音傳播類
6519,3,政府公共事務類
6520,1,藝文與影音傳播類
6521,1,藝文與影音傳播類
6522,1,行銷與銷售類
6523,1,
6524,1,行銷與銷售類
6525,1,製造業
6526,3,製造業
6527,1,金融財務類
6528,1,個人及社會服務類
6529,1,藝文與影音傳播類
6530,1,藝文與影音傳播類
6531,1,藝文與影音傳播類
6532,3,
6533,3,行銷與銷售類
6534,1,教育與訓練類
6535,3,行銷與銷售類
6536,1,行銷與銷售類
6537,3,行銷與銷售類
6538,1,
6539,3,藝文與影音傳播類
6540,1,藝文與影音傳播類
6541,3,藝文與影音傳播類
6542,3,
6543,3,行銷與銷售類
6544,1,醫療保健類
6545,1,
6546,3,藝文與影音傳播類
6547,1,藝文與影音傳播類
6548,1,藝文與影音傳播類
6549,3,藝文與影音傳播類
6550,1,藝文與影音傳播類
6551,3,行銷與銷售類
6552,3,資訊科技類
6553,1,資訊科技類
6554,3,科學、技術、工程、數學類
6555,1,資訊科技類
6556,3,
6557,1,科學、技術、工程、數學類
6558,1,
6559,1,藝文與影音傳播類
6560,1,藝文與影音傳播類
6561,3,藝文與影音傳播類
6562,1,教育與訓練類
6563,3,藝文與影音傳播類
6564,3,科學、技術、工程、數學類
6565,1,科學、技術、工程、數學類
6566,3,製造業
6567,1,行銷與銷售類
6568,3,行銷與銷售類
6569,1,個人及社會服務類
6570,1,藝文與影音傳播類
6571,3,資訊科技類
6572,3,藝文與影音傳播類
6573,1,藝文與影音傳播類
6574,1,政府公共事務類
6575,3,
6576,3,行銷與銷售類
6577,1,藝文與影音傳播類
6578,3,
6579,1,
6580,3,藝文與影音傳播類
6581,1,藝文與影音傳播類
6582,1,藝文與影音傳播類
6583,3,藝文與影音傳播類
6584,3,行銷與銷售類
6585,1,行銷與銷售類
6586,1,政府公共事務類
6587,3,司法、法律與公共安全類
6588,1,個人及社會服務類
6589,3,金融財務類
6590,1,藝文與影音傳播類
6591,3,行銷與銷售類
6592,1,藝文與影音傳播類
6593,1,
6594,3,
6595,1,
6596,1,
6597,1,
6598,3,金融財務類
6599,1,
6600,1,
6601,3,金融財務類
6602,1,
6603,1,
6604,3,金融財務類
6605,1,
6606,1,
6607,3,
6608,1,
6609,1,
6610,1,金融財務類
6611,1,
6612,3,金融財務類
6613,1,
6614,1,
6615,1,
6616,1,
6617,3,金融財務類
6618,1,
6619,1,
6620,3,政府公共事務類
6621,1,
6622,1,
6623,3,金融財務類
6624,1,
6625,1,
6626,1,
6627,1,
6628,1,
6629,1,
6630,1,
6631,1,
6632,3,個人及社會服務類
6633,1,
6634,3,金融財務類
6635,1,
6636,1,
6637,1,
6638,1,
6639,1,
6640,1,
6641,1,金融財務類
6642,1,
6643,1,
6644,1,
6645,3,金融財務類
6646,1,
6647,1,
6648,1,
6649,1,
6650,1,
6651,3,
6652,3,
6653,1,金融財務類
6654,1,
6655,1,
6656,3,行銷與銷售類
6657,1,金融財務類
6658,3,科學、技術、工程、數學類
6659,1,行銷與銷售類
6660,1,
6661,1,
6662,3,科學、技術、工程、數學類
6663,1,
6664,1,
6665,3,
6666,1,
6667,3,金融財務類
6668,1,
6669,3,金融財務類
6670,1,
6671,1,製造業
6672,3,建築營造業
6673,1,
6674,1,
6675,3,
6676,1,
6677,3,
6678,1,
6679,1,金融財務類
6680,1,金融財務類
6681,1,科學、技術、工程、數學類
6682,1,
6683,1,
6684,1,金融財務類
6685,1,個人及社會服務類
6686,3,金融財務類
6687,1,
6688,3,金融財務類
6689,1,
6690,3,
6691,3,
6692,1,藝文與影音傳播類
6693,3,行銷與銷售類
6694,1,
6695,3,
6696,3,金融財務類
6697,1,
6698,1,
6699,3,司法、法律與公共安全類
6700,3,
6701,3,
6702,3,
6703,1,
6704,1,
6705,3,司法、法律與公共安全類
6706,3,政府公共事務類
6707,1,教育與訓練類
6708,1,
6709,3,
6710,3,
6711,1,金融財務類
6712,1,
6713,3,
6714,1,
6715,3,
6716,1,
6717,3,
6718,1,
6719,1,
6720,3,金融財務類
6721,1,
6722,3,金融財務類
6723,3,
6724,1,
6725,3,
6726,3,金融財務類
6727,1,個人及社會服務類
6728,3,
6729,3,金融財務類
6730,1,
6731,3,
6732,1,
6733,3,
6734,1,個人及社會服務類
6735,1,
6736,3,
6737,1,
6738,3,行銷與銷售類
6739,1,
6740,3,
6741,3,
6742,3,
6743,1,金融財務類
6744,3,司法、法律與公共安全類
6745,1,
6746,3,
6747,1,
6748,3,
6749,3,
6750,1,
6751,1,
6752,1,
6753,3,
6754,1,
6755,1,
6756,1,
6757,1,
6758,3,建築營造業
6759,1,
6760,3,行銷與銷售類
6761,1,行銷與銷售類
6762,1,
6763,1,
6764,1,
6765,1,
6766,1,
6767,3,資訊科技類
6768,1,
6769,3,金融財務類
6770,1,
6771,3,
6772,1,
6773,1,
6774,1,
6775,3,司法、法律與公共安全類
6776,1,
6777,1,
6778,1,
6779,3,行銷與銷售類
6780,1,休閒與觀光旅遊類
6781,1,
6782,1,
6783,3,金融財務類
6784,1,建築營造業
6785,3,
6786,1,
6787,1,
6788,1,
6789,1,
6790,1,
6791,1,
6792,1,
6793,1,
6794,1,
6795,3,司法、法律與公共安全類
6796,1,金融財務類
6797,3,企業經營管理類
6798,1,
6799,1,
6800,1,
6801,3,休閒與觀光旅遊類
6802,1,
6803,3,個人及社會服務類
6804,1,
6805,1,物流運輸類
6806,1,
6807,1,
6808,1,
6809,1,
6810,1,
6811,1,製造業
6812,1,資訊科技類
6813,3,
6814,1,
6815,1,
6816,1,
6817,1,
6818,1,金融財務類
6819,1,
6820,1,
6821,3,
6822,1,
6823,1,
6824,3,
6825,1,政府公共事務類
6826,1,
6827,1,
6828,1,
6829,1,
6830,3,
6831,1,
6832,1,
6833,1,
6834,3,金融財務類
6835,1,
6836,1,
6837,1,
6838,1,
6839,1,
6840,1,
6841,3,藝文與影音傳播類
6842,1,
6843,3,物流運輸類
6844,1,
